---------------------------------------------------------------------------------------------------
Date: 7/28/2026 -- 02:21:08 (uptime: 0d, 00h 59m 45s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
decoder.pkts                                                 | Total                     | 310482
decoder.bytes                                                | Total                     | 365526082
decoder.ipv4                                                 | Total                     | 308673
decoder.ipv6                                                 | Total                     | 275
decoder.ethernet                                             | Total                     | 310482
decoder.arp                                                  | Total                     | 1534
decoder.tcp                                                  | Total                     | 304799
tcp.syn                                                      | Total                     | 1460
tcp.synack                                                   | Total                     | 427
tcp.rst                                                      | Total                     | 1119
decoder.udp                                                  | Total                     | 4124
decoder.icmpv6                                               | Total                     | 25
decoder.avg_pkt_size                                         | Total                     | 1177
decoder.max_pkt_size                                         | Total                     | 1514
tcp.active_sessions                                          | Total                     | 2
flow.total                                                   | Total                     | 3441
flow.active                                                  | Total                     | 37
flow.tcp                                                     | Total                     | 1436
flow.udp                                                     | Total                     | 1980
flow.icmpv6                                                  | Total                     | 25
flow.wrk.spare_sync_avg                                      | Total                     | 99
flow.wrk.spare_sync                                          | Total                     | 38
flow.wrk.spare_sync_incomplete                               | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 224
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 243
flow.wrk.flows_evicted                                       | Total                     | 1
flow.wrk.flows_injected                                      | Total                     | 224
flow.wrk.flows_injected_max                                  | Total                     | 1
tcp.sessions                                                 | Total                     | 1429
tcp.ssn_from_cache                                           | Total                     | 209
tcp.ssn_from_pool                                            | Total                     | 1220
tcp.pseudo                                                   | Total                     | 68
tcp.segment_from_cache                                       | Total                     | 21367
tcp.segment_from_pool                                        | Total                     | 871
tcp.stream_depth_reached                                     | Total                     | 11
detect.alert                                                 | Total                     | 8
detect.alerts_suppressed                                     | Total                     | 2904
app_layer.flow.http                                          | Total                     | 184
app_layer.tx.http                                            | Total                     | 312
app_layer.flow.tls                                           | Total                     | 208
app_layer.flow.ssh                                           | Total                     | 30
app_layer.flow.ntp                                           | Total                     | 1255
app_layer.flow.dhcp                                          | Total                     | 17
app_layer.flow.websocket                                     | Total                     | 2
app_layer.tx.websocket                                       | Total                     | 10
app_layer.flow.mdns                                          | Total                     | 193
app_layer.flow.dns_udp                                       | Total                     | 515
app_layer.tx.dns_udp                                         | Total                     | 1106
app_layer.tx.ntp                                             | Total                     | 2484
app_layer.tx.dhcp                                            | Total                     | 34
app_layer.tx.mdns                                            | Total                     | 500
flow.end.state.new                                           | Total                     | 252
flow.end.state.established                                   | Total                     | 1729
flow.end.state.closed                                        | Total                     | 1423
flow.end.tcp_state.syn_sent                                  | Total                     | 4
flow.end.tcp_state.closed                                    | Total                     | 1423
flow.mgr.full_hash_pass                                      | Total                     | 1618
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10607
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 8044
flow.mgr.flows_notimeout                                     | Total                     | 4640
flow.mgr.flows_timeout                                       | Total                     | 3404
flow.mgr.flows_evicted                                       | Total                     | 3404
flow.mgr.flows_evicted_needs_work                            | Total                     | 224
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 3180
flow.recycler.queue_max                                      | Total                     | 103
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1388544
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9785856
---------------------------------------------------------------------------------------------------
Date: 7/28/2026 -- 05:25:34 (uptime: 0d, 04h 04m 11s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 310496
capture.afpacket.polls                                       | Total                     | 1763379
capture.afpacket.poll_timeout                                | Total                     | 1741767
capture.afpacket.poll_data                                   | Total                     | 21612
decoder.pkts                                                 | Total                     | 310495
decoder.bytes                                                | Total                     | 365530664
decoder.ipv4                                                 | Total                     | 308684
decoder.ipv6                                                 | Total                     | 275
decoder.ethernet                                             | Total                     | 310495
decoder.arp                                                  | Total                     | 1536
decoder.tcp                                                  | Total                     | 304810
tcp.syn                                                      | Total                     | 1460
tcp.synack                                                   | Total                     | 427
tcp.rst                                                      | Total                     | 1119
decoder.udp                                                  | Total                     | 4124
decoder.icmpv6                                               | Total                     | 25
decoder.avg_pkt_size                                         | Total                     | 1177
decoder.max_pkt_size                                         | Total                     | 1514
tcp.active_sessions                                          | Total                     | 2
flow.total                                                   | Total                     | 3441
flow.active                                                  | Total                     | 36
flow.tcp                                                     | Total                     | 1436
flow.udp                                                     | Total                     | 1980
flow.icmpv6                                                  | Total                     | 25
flow.wrk.spare_sync_avg                                      | Total                     | 99
flow.wrk.spare_sync                                          | Total                     | 38
flow.wrk.spare_sync_incomplete                               | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 224
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 243
flow.wrk.flows_evicted                                       | Total                     | 1
flow.wrk.flows_injected                                      | Total                     | 224
flow.wrk.flows_injected_max                                  | Total                     | 1
tcp.sessions                                                 | Total                     | 1429
tcp.ssn_from_cache                                           | Total                     | 209
tcp.ssn_from_pool                                            | Total                     | 1220
tcp.pseudo                                                   | Total                     | 68
tcp.segment_from_cache                                       | Total                     | 21367
tcp.segment_from_pool                                        | Total                     | 871
tcp.stream_depth_reached                                     | Total                     | 11
detect.alert                                                 | Total                     | 8
detect.alerts_suppressed                                     | Total                     | 2904
app_layer.flow.http                                          | Total                     | 184
app_layer.tx.http                                            | Total                     | 312
app_layer.flow.tls                                           | Total                     | 208
app_layer.flow.ssh                                           | Total                     | 30
app_layer.flow.ntp                                           | Total                     | 1255
app_layer.flow.dhcp                                          | Total                     | 17
app_layer.flow.websocket                                     | Total                     | 2
app_layer.tx.websocket                                       | Total                     | 10
app_layer.flow.mdns                                          | Total                     | 193
app_layer.flow.dns_udp                                       | Total                     | 515
app_layer.tx.dns_udp                                         | Total                     | 1106
app_layer.tx.ntp                                             | Total                     | 2484
app_layer.tx.dhcp                                            | Total                     | 34
app_layer.tx.mdns                                            | Total                     | 500
flow.end.state.new                                           | Total                     | 252
flow.end.state.established                                   | Total                     | 1730
flow.end.state.closed                                        | Total                     | 1423
flow.end.tcp_state.syn_sent                                  | Total                     | 4
flow.end.tcp_state.closed                                    | Total                     | 1423
flow.mgr.full_hash_pass                                      | Total                     | 1619
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10608
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 8046
flow.mgr.flows_notimeout                                     | Total                     | 4641
flow.mgr.flows_timeout                                       | Total                     | 3405
flow.mgr.flows_evicted                                       | Total                     | 3405
flow.mgr.flows_evicted_needs_work                            | Total                     | 224
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 3181
flow.recycler.queue_max                                      | Total                     | 103
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1388544
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9785856
---------------------------------------------------------------------------------------------------
Date: 7/28/2026 -- 05:25:42 (uptime: 0d, 04h 04m 19s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 310499
capture.afpacket.polls                                       | Total                     | 1764099
capture.afpacket.poll_timeout                                | Total                     | 1742479
capture.afpacket.poll_data                                   | Total                     | 21620
decoder.pkts                                                 | Total                     | 310510
decoder.bytes                                                | Total                     | 365534396
decoder.ipv4                                                 | Total                     | 308697
decoder.ipv6                                                 | Total                     | 275
decoder.ethernet                                             | Total                     | 310510
decoder.arp                                                  | Total                     | 1538
decoder.tcp                                                  | Total                     | 304819
tcp.syn                                                      | Total                     | 1460
tcp.synack                                                   | Total                     | 427
tcp.rst                                                      | Total                     | 1119
decoder.udp                                                  | Total                     | 4128
decoder.icmpv6                                               | Total                     | 25
decoder.avg_pkt_size                                         | Total                     | 1177
decoder.max_pkt_size                                         | Total                     | 1514
tcp.active_sessions                                          | Total                     | 2
flow.total                                                   | Total                     | 3443
flow.active                                                  | Total                     | 38
flow.tcp                                                     | Total                     | 1436
flow.udp                                                     | Total                     | 1982
flow.icmpv6                                                  | Total                     | 25
flow.wrk.spare_sync_avg                                      | Total                     | 99
flow.wrk.spare_sync                                          | Total                     | 38
flow.wrk.spare_sync_incomplete                               | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 224
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 243
flow.wrk.flows_evicted                                       | Total                     | 1
flow.wrk.flows_injected                                      | Total                     | 224
flow.wrk.flows_injected_max                                  | Total                     | 1
tcp.sessions                                                 | Total                     | 1429
tcp.ssn_from_cache                                           | Total                     | 209
tcp.ssn_from_pool                                            | Total                     | 1220
tcp.pseudo                                                   | Total                     | 68
tcp.segment_from_cache                                       | Total                     | 21371
tcp.segment_from_pool                                        | Total                     | 871
tcp.stream_depth_reached                                     | Total                     | 11
detect.alert                                                 | Total                     | 8
detect.alerts_suppressed                                     | Total                     | 2906
app_layer.flow.http                                          | Total                     | 184
app_layer.tx.http                                            | Total                     | 312
app_layer.flow.tls                                           | Total                     | 208
app_layer.flow.ssh                                           | Total                     | 30
app_layer.flow.ntp                                           | Total                     | 1257
app_layer.flow.dhcp                                          | Total                     | 17
app_layer.flow.websocket                                     | Total                     | 2
app_layer.tx.websocket                                       | Total                     | 10
app_layer.flow.mdns                                          | Total                     | 193
app_layer.flow.dns_udp                                       | Total                     | 515
app_layer.tx.dns_udp                                         | Total                     | 1106
app_layer.tx.ntp                                             | Total                     | 2488
app_layer.tx.dhcp                                            | Total                     | 34
app_layer.tx.mdns                                            | Total                     | 500
flow.end.state.new                                           | Total                     | 252
flow.end.state.established                                   | Total                     | 1730
flow.end.state.closed                                        | Total                     | 1423
flow.end.tcp_state.syn_sent                                  | Total                     | 4
flow.end.tcp_state.closed                                    | Total                     | 1423
flow.mgr.full_hash_pass                                      | Total                     | 1620
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10608
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 8046
flow.mgr.flows_notimeout                                     | Total                     | 4641
flow.mgr.flows_timeout                                       | Total                     | 3405
flow.mgr.flows_evicted                                       | Total                     | 3405
flow.mgr.flows_evicted_needs_work                            | Total                     | 224
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 3181
flow.recycler.queue_max                                      | Total                     | 103
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1388544
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9785856
---------------------------------------------------------------------------------------------------
Date: 7/28/2026 -- 05:25:50 (uptime: 0d, 04h 04m 27s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 310534
capture.afpacket.polls                                       | Total                     | 1765185
capture.afpacket.poll_timeout                                | Total                     | 1743553
capture.afpacket.poll_data                                   | Total                     | 21632
decoder.pkts                                                 | Total                     | 310533
decoder.bytes                                                | Total                     | 365539855
decoder.ipv4                                                 | Total                     | 308718
decoder.ipv6                                                 | Total                     | 275
decoder.ethernet                                             | Total                     | 310533
decoder.arp                                                  | Total                     | 1540
decoder.tcp                                                  | Total                     | 304832
tcp.syn                                                      | Total                     | 1460
tcp.synack                                                   | Total                     | 427
tcp.rst                                                      | Total                     | 1119
decoder.udp                                                  | Total                     | 4136
decoder.icmpv6                                               | Total                     | 25
decoder.avg_pkt_size                                         | Total                     | 1177
decoder.max_pkt_size                                         | Total                     | 1514
tcp.active_sessions                                          | Total                     | 2
flow.total                                                   | Total                     | 3447
flow.active                                                  | Total                     | 42
flow.tcp                                                     | Total                     | 1436
flow.udp                                                     | Total                     | 1986
flow.icmpv6                                                  | Total                     | 25
flow.wrk.spare_sync_avg                                      | Total                     | 99
flow.wrk.spare_sync                                          | Total                     | 38
flow.wrk.spare_sync_incomplete                               | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 224
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 243
flow.wrk.flows_evicted                                       | Total                     | 1
flow.wrk.flows_injected                                      | Total                     | 224
flow.wrk.flows_injected_max                                  | Total                     | 1
tcp.sessions                                                 | Total                     | 1429
tcp.ssn_from_cache                                           | Total                     | 209
tcp.ssn_from_pool                                            | Total                     | 1220
tcp.pseudo                                                   | Total                     | 68
tcp.segment_from_cache                                       | Total                     | 21371
tcp.segment_from_pool                                        | Total                     | 871
tcp.stream_depth_reached                                     | Total                     | 11
detect.alert                                                 | Total                     | 8
detect.alerts_suppressed                                     | Total                     | 2910
app_layer.flow.http                                          | Total                     | 184
app_layer.tx.http                                            | Total                     | 312
app_layer.flow.tls                                           | Total                     | 208
app_layer.flow.ssh                                           | Total                     | 30
app_layer.flow.ntp                                           | Total                     | 1261
app_layer.flow.dhcp                                          | Total                     | 17
app_layer.flow.websocket                                     | Total                     | 2
app_layer.tx.websocket                                       | Total                     | 10
app_layer.flow.mdns                                          | Total                     | 193
app_layer.flow.dns_udp                                       | Total                     | 515
app_layer.tx.dns_udp                                         | Total                     | 1106
app_layer.tx.ntp                                             | Total                     | 2496
app_layer.tx.dhcp                                            | Total                     | 34
app_layer.tx.mdns                                            | Total                     | 500
flow.end.state.new                                           | Total                     | 252
flow.end.state.established                                   | Total                     | 1730
flow.end.state.closed                                        | Total                     | 1423
flow.end.tcp_state.syn_sent                                  | Total                     | 4
flow.end.tcp_state.closed                                    | Total                     | 1423
flow.mgr.full_hash_pass                                      | Total                     | 1621
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10608
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 8052
flow.mgr.flows_notimeout                                     | Total                     | 4647
flow.mgr.flows_timeout                                       | Total                     | 3405
flow.mgr.flows_evicted                                       | Total                     | 3405
flow.mgr.flows_evicted_needs_work                            | Total                     | 224
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 3181
flow.recycler.queue_max                                      | Total                     | 103
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1388544
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9785856
---------------------------------------------------------------------------------------------------
Date: 7/28/2026 -- 05:25:58 (uptime: 0d, 04h 04m 35s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 310549
capture.afpacket.polls                                       | Total                     | 1766265
capture.afpacket.poll_timeout                                | Total                     | 1744624
capture.afpacket.poll_data                                   | Total                     | 21641
decoder.pkts                                                 | Total                     | 310548
decoder.bytes                                                | Total                     | 365544535
decoder.ipv4                                                 | Total                     | 308733
decoder.ipv6                                                 | Total                     | 275
decoder.ethernet                                             | Total                     | 310548
decoder.arp                                                  | Total                     | 1540
decoder.tcp                                                  | Total                     | 304843
tcp.syn                                                      | Total                     | 1460
tcp.synack                                                   | Total                     | 427
tcp.rst                                                      | Total                     | 1119
decoder.udp                                                  | Total                     | 4140
decoder.icmpv6                                               | Total                     | 25
decoder.avg_pkt_size                                         | Total                     | 1177
decoder.max_pkt_size                                         | Total                     | 1514
tcp.active_sessions                                          | Total                     | 2
flow.total                                                   | Total                     | 3449
flow.active                                                  | Total                     | 44
flow.tcp                                                     | Total                     | 1436
flow.udp                                                     | Total                     | 1988
flow.icmpv6                                                  | Total                     | 25
flow.wrk.spare_sync_avg                                      | Total                     | 99
flow.wrk.spare_sync                                          | Total                     | 38
flow.wrk.spare_sync_incomplete                               | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 224
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 243
flow.wrk.flows_evicted                                       | Total                     | 1
flow.wrk.flows_injected                                      | Total                     | 224
flow.wrk.flows_injected_max                                  | Total                     | 1
tcp.sessions                                                 | Total                     | 1429
tcp.ssn_from_cache                                           | Total                     | 209
tcp.ssn_from_pool                                            | Total                     | 1220
tcp.pseudo                                                   | Total                     | 68
tcp.segment_from_cache                                       | Total                     | 21371
tcp.segment_from_pool                                        | Total                     | 871
tcp.stream_depth_reached                                     | Total                     | 11
detect.alert                                                 | Total                     | 8
detect.alerts_suppressed                                     | Total                     | 2912
app_layer.flow.http                                          | Total                     | 184
app_layer.tx.http                                            | Total                     | 312
app_layer.flow.tls                                           | Total                     | 208
app_layer.flow.ssh                                           | Total                     | 30
app_layer.flow.ntp                                           | Total                     | 1263
app_layer.flow.dhcp                                          | Total                     | 17
app_layer.flow.websocket                                     | Total                     | 2
app_layer.tx.websocket                                       | Total                     | 10
app_layer.flow.mdns                                          | Total                     | 193
app_layer.flow.dns_udp                                       | Total                     | 515
app_layer.tx.dns_udp                                         | Total                     | 1106
app_layer.tx.ntp                                             | Total                     | 2500
app_layer.tx.dhcp                                            | Total                     | 34
app_layer.tx.mdns                                            | Total                     | 500
flow.end.state.new                                           | Total                     | 252
flow.end.state.established                                   | Total                     | 1730
flow.end.state.closed                                        | Total                     | 1423
flow.end.tcp_state.syn_sent                                  | Total                     | 4
flow.end.tcp_state.closed                                    | Total                     | 1423
flow.mgr.full_hash_pass                                      | Total                     | 1622
flow.mgr.rows_per_sec                                        | Total                     | 7208
flow.spare                                                   | Total                     | 10608
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 8053
flow.mgr.flows_notimeout                                     | Total                     | 4648
flow.mgr.flows_timeout                                       | Total                     | 3405
flow.mgr.flows_evicted                                       | Total                     | 3405
flow.mgr.flows_evicted_needs_work                            | Total                     | 224
memcap.pressure                                              | Total                     | 11
memcap.pressure_max                                          | Total                     | 11
defrag.memuse                                                | Total                     | 33554432
flow.recycler.recycled                                       | Total                     | 3181
flow.recycler.queue_max                                      | Total                     | 103
tcp.memuse                                                   | Total                     | 7471104
tcp.reassembly_memuse                                        | Total                     | 1388544
http.byterange.memuse                                        | Total                     | 176384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 406144
ippair.memcap                                                | Total                     | 16777216
host.memuse                                                  | Total                     | 390144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 9785856
---------------------------------------------------------------------------------------------------
Date: 7/28/2026 -- 05:26:06 (uptime: 0d, 04h 04m 43s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 310568
capture.afpacket.polls                                       | Total                     | 1766990
capture.afpacket.poll_timeout                                | Total                     | 1745339
capture.afpacket.poll_data                                   | Total                     | 21651
decoder.pkts                                                 | Total                     | 310567
decoder.bytes                                                | Total                     | 365549713
decoder.ipv4                                                 | Total                     | 308752
decoder.ipv6                                                 | Total                     | 275
decoder.ethernet                                             | Total                     | 310567
decoder.arp                                                  | Total                     | 1540
decoder.tcp                                                  | Total                     | 304862
tcp.syn                                                      | Total                     | 1460
tcp.synack                                                   | Total                     | 427
tcp.rst                                                      | Total                     | 1119
decoder.udp                                                  | Total                     | 4140
decoder.icmpv6                                               | Total                     | 25
decoder.avg_pkt_size                                         | Total                     | 1177
decoder.max_pkt_size                                         | Total                     | 1514
tcp.active_sessions                                          | Total                     | 2
flow.total                                                   | Total                     | 3449
flow.active                                                  | Total                     | 44
flow.tcp                                                     | Total                     | 1436
flow.udp                                                     | Total                     | 1988
flow.icmpv6                                                  | Total                     | 25
flow.wrk.spare_sync_avg                                      | Total                     | 99
flow.wrk.spare_sync                                          | Total                     | 38
flow.wrk.spare_sync_incomplete                               | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 224
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 243
flow.wrk.flows_evicted                                       | Total                     | 1
flow.wrk.flows_injected                                      | Total                     | 224
flow.wrk.flows_injected_max                                  | Total                     | 1
tcp.sessions                                                 | Total                     | 1429
tcp.ssn_from_cache                                           | Total                     | 209
tcp.ssn_from_pool                                            | Total                     | 1220
